depth	min95%	max95%	best	accrate
632	14042	14329	14171	39.24
633	14080	14367	14211	39.24
634	14118	14405	14250	39.24
635	14157	14443	14289	39.24
636	14195	14482	14328	39.24
637	14233	14521	14368	39.24
638	14271	14559	14407	39.24
639	14309	14597	14446	39.24
640	14347	14638	14485	39.24
641	14386	14678	14525	39.24
642	14424	14717	14564	39.24
643	14463	14756	14603	39.24
644	14502	14794	14642	39.24
645	14540	14835	14682	39.24
646	14578	14876	14721	39.24
647	14617	14913	14760	39.24
648	14655	14951	14799	39.24
649	14694	14988	14838	39.24
650	14733	15028	14878	39.24
651	14771	15069	14917	39.24
652	14810	15108	14956	39.24
653	14848	15149	14995	39.24
654	14886	15190	15035	39.24
655	14924	15232	15074	39.24
656	14962	15274	15113	39.24
657	14999	15314	15152	39.24
658	15037	15355	15192	39.24
659	15075	15395	15231	39.24
660	15113	15436	15270	39.24
661	15151	15477	15309	39.24
662	15189	15518	15349	39.24
663	15227	15559	15388	39.24
664	15264	15599	15427	39.24
665	15302	15638	15466	39.24
666	15341	15678	15506	39.24
667	15378	15717	15545	39.24
668	15416	15757	15584	39.24
669	15453	15798	15623	39.24
670	15491	15837	15663	39.24
671	15529	15879	15702	39.24
672	15565	15919	15741	39.24
673	15601	15959	15780	NA
